url,label
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5227_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5228_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5229_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5230_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5231_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5232_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5233_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5234_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5235_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5236_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5237_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5238_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5239_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5240_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5241_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5242_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5243_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5244_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5245_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5246_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5247_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5248_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5249_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5250_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5251_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5252_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5253_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5254_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5255_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5256_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5257_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5258_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5259_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5260_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5261_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5262_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5263_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5264_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5265_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5266_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5267_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5268_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5269_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5270_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5271_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5272_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5273_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5274_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5275_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5276_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5277_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5278_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5279_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5280_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5281_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5282_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5283_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5284_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5285_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5286_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5287_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5288_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5289_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5290_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5291_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5292_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5293_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5294_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5295_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5296_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5297_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5298_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5299_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5300_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5301_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5302_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5303_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5304_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5305_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5306_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5307_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5308_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5309_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5310_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5311_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5312_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5313_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5314_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5315_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5316_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5317_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5318_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5319_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5320_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5321_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5322_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5323_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5324_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5325_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5326_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5327_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5328_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5329_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5330_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5331_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5332_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5333_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5334_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5335_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5336_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5337_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5338_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5339_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5340_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5341_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5342_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5343_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5344_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5345_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5346_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5347_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5348_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5349_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5350_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5351_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5352_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5353_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5354_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5355_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5356_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5357_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5358_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5359_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5360_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5361_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5362_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5363_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5364_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5365_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5366_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5367_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5368_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5369_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5370_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5371_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5372_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5373_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5374_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5375_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5376_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5377_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5378_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5379_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5380_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5381_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5382_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5383_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5384_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5385_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5386_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5387_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5388_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5389_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5390_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5391_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5392_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5393_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5394_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5395_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5396_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5397_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5398_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5399_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5400_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5401_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5402_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/5403_Tomato_Bacterial_spot.jpg,Tomato_Bacterial_spot
